LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:fcfe77,"hey, ich bin genau hier!","hey, i'm right here!","hey, i'm right here!",RaceOpponent,WalkieOnScreen
line:a2947e,hey,hey,hey,Player,FishingTutorialStart
line:0ef52a,hallo nochmal,hello again,hello again,Original,FishingTutorialStart
line:0f9dd9,kannst du mir beibringen wie man angelt?,can you teach me how to fish?,-> can you teach me how to fish?,Player,FishingTutorialStart
line:6a7217,"uh, ich muss gehen",uh gotta go,-> uh gotta go,Player,FishingTutorialStart
line:bc3e3a,sicher doch,sure,sure,Original,FishingTutorialStart
line:ab1fac,alles klar,alrighty,alrighty,Original,FishingTutorialStart
line:3a790b,dann geh' los,you get going then,you get going then,Original,FishingTutorialStart
line:b212b9,wie geht's?,how's it going?,how's it going?,Player,FishingTutorialStart
line:789ef4,gut,good,good,Original,FishingTutorialStart
line:8e7edc,die Fische beißen heute an,the fish are biting today,the fish are biting today,Original,FishingTutorialStart
line:1f5189,cool cool,cool cool,cool cool,Player,FishingTutorialStart
line:c44b59,also,so,so,Player,FishingTutorialStart
line:a4385e,uh,uh,uh,Player,FishingTutorialStart
line:ded164,ist Angeln schwierig?,is fishing hard?,is fishing hard?,Player,FishingTutorialStart
line:9666a7,nein,nope,nope,Original,FishingTutorialStart
line:91cca3,es ist einfach,it's easy,it's easy,Original,FishingTutorialStart
line:f48c91,"wenn du willst,\nkann ich es dir zeigen","i could show you,\nif you'd like","i could show you,\nif you'd like",Original,FishingTutorialStart
line:1c9ae7,yeah!,yeah!,-> yeah!,Player,FishingTutorialStart
line:9caa9b,nicht jetzt...,not now...,-> not now...,Player,FishingTutorialStart
line:f4c5b4,...ich muss irgendwo anders hin,...i've got somewhere to be,...i've got somewhere to be,Player,FishingTutorialStart
line:f278bb,später vielleicht!,maybe later!,maybe later!,Player,FishingTutorialStart
line:291979,die Leine auszwerfen\nist ziemlich einfach,casting yer line is pretty easy,casting yer line is pretty easy,Original,FishTutCastStart
line:6604e8,drücke einfach <color=red>{{UseItemButton}}</color>,just press <color=red>{{UseItemButton}}</color>,just press <color=red>{{UseItemButton}}</color>,Original,FishTutCastStart
line:7c1ab4,also,so,so,Player,FishTutChatStart
line:0d5261,uh,uh,uh,Player,FishTutChatStart
line:27214f,was mache ich jetzt?,what do i do now?,what do i do now?,Player,FishTutChatStart
line:d61168,du wartest,ya wait,ya wait,Original,FishTutChatStart
line:82e61b,oh,oh,oh,Player,FishTutChatStart
line:57dd59,ok,ok,ok,Player,FishTutChatStart
line:4881ca,uhh,uhh,uhh,Player,FishTutChatStart
line:208931,mache ich das richtig?,am i doing this right?,am i doing this right?,Player,FishTutChatStart
line:0ee4bd,jup,yup,yup,Original,FishTutChatStart
line:9738da,vielleicht,maybe,maybe,Player,FishTutChatStart
line:d20e40,sollte ich die Leine\nnochmal auswerfen?,i should cast it again?,i should cast it again?,Player,FishTutChatStart
line:2b2920,du weißt schon,you know,you know,Player,FishTutChatStart
line:a8b829,eine bessere Stelle finden?,find a better spot?,find a better spot?,Player,FishTutChatStart
line:143bf5,das hier ist eine gute Stelle,this spot is good,this spot is good,Original,FishTutChatStart
line:a6ae7b,ich habe hier vorhin\nein paar Fische gesehen,i saw some fish\naround here earlier,i saw some fish\naround here earlier,Original,FishTutChatStart
line:7aaa7b,das ist ein gutes Zeichen,that's a good sign,that's a good sign,Original,FishTutChatStart
line:bb4c5a,manchmal,sometimes,sometimes,Original,FishTutChatStart
line:fedeb0,musst du nur warten,you just gotta wait,you just gotta wait,Original,FishTutChatStart
line:fa0c59,in der Ruhe liegt die Kraft,patience is key,patience is key,Original,FishTutChatStart
line:c98dd5,hmm,hmm,hmm,Player,FishTutChatStart
line:3391fe,nicht meine starke Seite,not my strong suit,not my strong suit,Player,FishTutChatStart
line:6176a1,pass auf!,look alive!,look alive!,Original,FishTutNibbleStart
line:711ad5,ein Fisch knabbert schon,a fish is nibbling,a fish is nibbling,Original,FishTutNibbleStart
line:ec2b87,soll ich ihn herausziehen?,should i pull it out?,should i pull it out?,Player,FishTutNibbleStart
line:ea2579,noch nicht...,not yet...,not yet...,Original,FishTutNibbleStart
line:2d1808,"du musst warten,\nbis er anbeißt",ya gotta wait\nfor it to bite,ya gotta wait\nfor it to bite,Original,FishTutNibbleStart
line:21ea75,jetzt!,now!,now!,Original,FishTutBiteStart
line:022e5a,drücke <color=red>{{UseItemButton}}</color> um ihn rauszuziehen!,press <color=red>{{UseItemButton}}</color> to yank it out!,press <color=red>{{UseItemButton}}</color> to yank it out!,Original,FishTutBiteStart
line:f28977,AHHH,UHHH,UHHH,Player,FishTutPullStart
line:1b9660,WAS SOLL ICH JETZT TUN!?,WHAT DO I DO NOW!?,WHAT DO I DO NOW!?,Player,FishTutPullStart
line:62edd4,<color=red>zurück ziehen</color> und <color=red>{{UseItemButton}} tippen</color> um ihn einzuholen!,<color=red>pull back</color> AND <color=red>tap {{UseItemButton}}</color> to reel it in!,<color=red>pull back</color> AND <color=red>tap {{UseItemButton}}</color> to reel it in!,Original,FishTutPullStart
line:0a85bc,siehst du?,see?,see?,Original,FishTutDoneStart
line:797b04,"kinderleicht, wie Kuchen backen",easy as pie,easy as pie,Original,FishTutDoneStart
line:a8f041,"ich weiß nicht,\nob ich das sagen würde",i dunno if i'd say that,i dunno if i'd say that,Player,FishTutDoneStart
line:938324,ich bin schlecht im Backen,i suck at baking,i suck at baking,Player,FishTutDoneStart
line:5d1fb5,"ich glaube, ich meine",i guess i mean,i guess i mean,Original,FishTutDoneStart
line:951cea,so leicht wie...,as easy as...,as easy as...,Original,FishTutDoneStart
line:d50e44,...einen Kuchen essen?,...eating pie?,...eating pie?,Original,FishTutDoneStart
line:b792ef,das passt schon eher zu mir,i can get behind that,i can get behind that,Player,FishTutDoneStart
line:5a3560,"tut mir leid, dass ich\nins Wasser gefallen bin",sorry i fell in the water,sorry i fell in the water,Player,FisherTalk
line:301d2a,das ist mir ziemlich peinlich,it's pretty embarrassing...,it's pretty embarrassing...,Player,FisherTalk
line:6df5aa,ganz und gar nicht,not at all,not at all,Original,FisherTalk
line:106ccc,du bist ein Naturtalent,"you've got spirit, kid","you've got spirit, kid",Original,FisherTalk
line:2d127f,und was mache ich jetzt\nmit dem Fisch?,so what do i do with the fish?,so what do i do with the fish?,Player,FisherTalk
line:d22a1d,"was auch immer du willst, Mädchen","whatever you want, kid","whatever you want, kid",Original,FisherTalk
line:b3a844,nun gut,well,well,Player,FisherTalk
line:edae7d,"danke, dass du mir\ngezeigt hast wie man angelt",thanks for showing me how to fish,If you talk to them again.,Player,FisherTalk
line:7d90ad,kein Problem,no problem,If you fell in the water they'll say this.,Original,FisherTalk
line:4dde16,irgendwann hast du\nden Bogen sicher raus,you'll get the hang\nof it eventually,,Original,FisherTalk
line:a1f06c,du bist ein Naturtalent,yer a natural,"If you didn't, they'll say this.",Original,FisherTalk
line:e15e41,ich fühle mich nicht wie eines!,i don't feel like one!,,Player,FisherTalk
line:f5e703,howdy!,howdy!,howdy!,Original,FishBuyerStart
line:f86c61,hast du Fische?,got any fish?,got any fish?,Original,FishBuyerStart
line:5f8ba4,noch nicht!,not right now!,not right now!,Player,FishBuyerStart
line:3272ea,howdy,howdy,howdy,Original,FishBuyerStart
line:1aa413,hi!,hi!,hi!,Player,FishBuyerStart
line:9c378b,was macht du?,whatcha doing?,whatcha doing?,Player,FishBuyerStart
line:3af5c8,eine Pause!,takin' a break!,takin' a break!,Original,FishBuyerStart
line:ebebee,heh,heh,heh,Original,FishBuyerStart
line:55ce13,"sag' es niemanden, ok?","don't tell anyone, alright?","don't tell anyone, alright?",Original,FishBuyerStart
line:35f2e4,werd' ich nicht,i won't,i won't,Player,FishBuyerStart
line:465370,"ich wüsste nicht einmal,\nzu wem ich petzen gehen sollte!",i don't even know\nwho i'd tell!,i don't even know\nwho i'd tell!,Player,FishBuyerStart
line:2dffb9,"heh, gut","heh, good","heh, good",Original,FishBuyerStart
line:f34e5d,ich kann nicht abwarten\nheute Schluss zu machen,i can't wait to\nbe done today,i can't wait to\nbe done today,Original,FishBuyerStart
line:344b05,wenn meine Schicht vorbei ist,when my shift's over,when my shift's over,Original,FishBuyerStart
line:c78884,werde ich ein paar\nseltene Fische fangen!,i'll be out catchin'\nme some rare fish!,i'll be out catchin'\nme some rare fish!,Original,FishBuyerStart
line:b1ae1b,"das ist mein Hobby, weißt du","it's my hobby, ya see","it's my hobby, ya see",Original,FishBuyerStart
line:ffc7e7,wenn du zufällig selbst\nein paar Fische fängst...,if you happen to net\nsome fish yourself...,if you happen to net\nsome fish yourself...,Original,FishBuyerStart
line:80b8d1,...bring' sie zu mir und ich\ngeb' dir Münzen dafür!,...bring them to me and\ni'll trade ya coin!,...bring them to me and\ni'll trade ya coin!,Original,FishBuyerStart
line:498ec5,ich habe selbst schon\neinige Fische gefangen!,i caught some fish already!,i caught some fish already!,Player,FishBuyerStart
line:e58d91,oh?,oh?,oh?,Original,FishBuyerStart
line:e63e16,kann ich nen' Blick\nauf sie werfen?,can i take a look at 'em?,can i take a look at 'em?,Original,FishBuyerStart
line:474bc1,"das würde ich,\nwenn ich eine Angelrute hätte!",i would if i had\na fishing rod!,i would if i had\na fishing rod!,Original,FishBuyerStart
line:9fd6f9,weißt du...,ya know,ya know,Original,FishBuyerStart
line:9970ab,mein Freund Bill kann dir\nvielleicht eine leihen,my friend bill might be\nable to lend you one,my friend bill might be\nable to lend you one,Original,FishBuyerStart
line:c59c53,er angelt die ganze Zeit,he's out fishing all the time,,Original,FishBuyerStart
line:5109d5,hört sich gut an für mich!,sounds good to me!,,Original,FishBuyerStart
line:440856,wirf mal einen Blick auf sie...,take a look at this...,-> take a look at this...,Player,FishBuyerMenu
line:1a0169,nicht jetzt,not right now,-> not right now,Player,FishBuyerMenu
line:367d35,alles klar,alrighty,alrighty,Original,FishBuyerMenu
line:3f698b,ist das alles?,is that all?,is that all?,Original,BuyFishEnd
line:a459c7,wirf mal einen Blick drauf...,take a look at this...,-> take a look at this...,Player,BuyFishEnd
line:b45043,das ist alles!,that's all!,-> that's all!,Player,BuyFishEnd
line:50990b,erfreut mit dir Geschäfte zu machen,pleasure doin'\nbusiness with ya,pleasure doin'\nbusiness with ya,Original,BuyFishEnd
line:3a381e,das ist bis jetzt alles!,that's all for now!,that's all for now!,Original,BuyFishEnd
line:6d06d0,"sorry, Mädchen",sorry pal,sorry pal,Original,BuyFishAgain
line:12195a,den Fisch hab' ich leider schon,i've already got that fish,i've already got that fish,Original,BuyFishAgain
line:19ef60,aber...,but...,but...,Original,BuyFishAgain
line:767d57,"ich kann Fische, die ich schon habe,\ngegen <color=red>Köder</color> eintauschen!",i can trade you <color=red>bait</color> for fish\nyou've already given me!,i can trade you <color=red>bait</color> for fish\nyou've already given me!,Original,BuyFishAgain
line:78df10,"sicher, du kannst Fische\nauch ohne Köder fangen","sure, you can catch\nfish without bait","sure, you can catch\nfish without bait",Original,BuyFishAgain
line:c0e82a,aber mit Köder\n<color=red>geht es viel schneller!</color>,but <color=red>it's a lot faster</color> with it!,but <color=red>it's a lot faster</color> with it!,Original,BuyFishAgain
line:5a2721,ich könnte dir dafür Köder geben,i'll trade you bait for that,i'll trade you bait for that,Original,BuyFishAgain
line:e92255,bis nächstes Mal!,till next time!,'till next time!,Original,BuyFishCancel
line:61c4db,du bist ziemlich gut darin!,you're quite good at this!,you're quite good at this!,Original,BuyFishAction
line:24427b,du solltest mein Journal nehmen,you should take my journal,you should take my journal,Original,BuyFishAction
line:e9c9ba,"es hilft dir einen Überblick\nüber jene Fische zu behalten,\ndie du bereits gefangen hast",it'll help ya keep track\nof the fish you've found,it'll help ya keep track\nof the fish you've found,Original,BuyFishAction
line:3ff5f0,also,so,so,Original,BuyFishAction
line:1d1e6e,nun gut!,well now!,well now!,Original,BuyFishAction
line:f8c779,wenn ich mich nicht irre,if i'm not mistaken,if i'm not mistaken,Original,BuyFishAction
line:0aa198,hast du mir alle Fische\naus meinem Journal beschafft!,it seems like you've gotten me\nall the fish from my journal!,it seems like you've gotten me\nall the fish from my journal!,Original,BuyFishAction
line:01fa28,Claire!,claire!,claire!,Original,BuyFishAction
line:ede695,du hast wirklich ein Talent für sowas!,you've REALLY got\na knack for this!,you've REALLY got\na knack for this!,Original,BuyFishAction
line:fcd7dc,danke!,thanks!,thanks!,Player,BuyFishAction
line:044f51,hmm,hmm,hmm,Original,BuyFishAction
line:bc62db,"ich habe etwas,\nwas du vielleicht nützlich finden wirst",i've got something i think\nyou might find useful,i've got something i think\nyou might find useful,Original,BuyFishAction
line:fb202a,"ich glaube, ich kann sie dir anvertrauen",i think i can trust you with this,i think i can trust you with this,Original,BuyFishAction
line:ae9b42,wow!,wow!,wow!,Player,BuyFishAction
line:589568,sie ist echt sehr hübsch,it's very pretty,it's very pretty,Player,BuyFishAction
line:c61af9,seltene Fische werden von ihr angezogen,rare fish are drawn to it,rare fish are drawn to it,Original,BuyFishAction
line:6cd696,du könntest damit\ninteressante Fische fangen!,ya might find some\ninteresting fish with it!,ya might find some\ninteresting fish with it!,Original,BuyFishAction
line:c99a3d,verlier' sie aber nicht,but don't lose it,but don't lose it,Original,BuyFishAction
line:582f35,sie liegt mir sehr am Herzen,it's very precious to me,it's very precious to me,Original,BuyFishAction
line:20f45e,sie wurde in meiner Familie\nüber mehrere Generationen weitergegeben,it's been passed down for\ngenerations within my family,it's been passed down for\ngenerations within my family,Original,BuyFishAction
line:b56eb9,wow,woah,woah,Player,BuyFishAction
line:166488,also,also,also,Original,BuyFishAction
line:91991d,sie ist auch aus Gold,it's also made of gold,it's also made of gold,Original,BuyFishAction
line:92032c,also,so,so,Original,BuyFishAction
line:dd66ae,ja,yeah,yeah,Original,BuyFishAction
line:b9163e,verlier' sie nicht!,don't lose it!,don't lose it!,Original,BuyFishAction
line:c74434,das werde ich nicht!,i won't!,i won't!,Player,BuyFishAction
line:b56f2a,"der {{FishName}}, eh?","the {{FishName}}, eh?","the {{FishName}}, eh?",Original,BuyFishQuip
[[F]]line:b56f2a,"die {{FishName}}, eh?","the {{FishName}}, eh?","the {{FishName}}, eh?",Original,BuyFishQuip
line:97bebb,ich gebe dir {{FishPrice}} Münzen für den,i'll give you {{FishPrice}} for it,i'll give you {{FishPrice}} for it,Original,BuyFishQuip
[[F]]line:97bebb,ich gebe dir {{FishPrice}} Münzen für die,i'll give you {{FishPrice}} for it,i'll give you {{FishPrice}} for it,Original,BuyFishQuip
line:894a90,schau dir den mal an!,would you look at that!,would you look at that!,Original,BuyFishQuip
[[F]]line:894a90,schau dir die mal an!,would you look at that!,would you look at that!,Original,BuyFishQuip
line:07d9c0,der {{FishName}}!,the {{FishName}}!,the {{FishName}}!,Original,BuyFishQuip
[[F]]line:07d9c0,die {{FishName}}!,the {{FishName}}!,the {{FishName}}!,Original,BuyFishQuip
line:88a69a,für den kann ich dir {{FishPrice}} Münzen geben,i can give you {{FishPrice}} for it,i can give you {{FishPrice}} for it,Original,BuyFishQuip
[[F]]line:88a69a,für die kann ich dir {{FishPrice}} Münzen geben,i can give you {{FishPrice}} for it,i can give you {{FishPrice}} for it,Original,BuyFishQuip
line:8b666f,guter Fang,nice catch,nice catch,Original,BuyFishQuip
line:fd1bc1,der {{FishName}} ist einer\nmeiner persönlichen Favoriten,the {{FishName}} is a\npersonal favourite of mine,the {{FishName}} is a\npersonal favourite of mine,Original,BuyFishQuip
[[F]]line:fd1bc1,die {{FishName}} ist einer\nmeiner persönlichen Favoriten,the {{FishName}} is a\npersonal favourite of mine,the {{FishName}} is a\npersonal favourite of mine,Original,BuyFishQuip
line:e586e5,ich geb' dir {{FishPrice}} Münzen für ihn,i'll trade you {{FishPrice}} coins for it,i'll trade you {{FishPrice}} coins for it,Original,BuyFishQuip
[[F]]line:e586e5,ich geb' dir {{FishPrice}} Münzen für sie,i'll trade you {{FishPrice}} coins for it,i'll trade you {{FishPrice}} coins for it,Original,BuyFishQuip
line:7b947d,gut gemacht!,good one!,good one!,Original,BuyFishQuip
line:afa6f1,der {{FishName}} ist mir schon\neine Zeit lang ausgewichen,the {{FishName}} has\nevaded me for a while,the {{FishName}} has\nevaded me for a while,Original,BuyFishQuip
[[F]]line:afa6f1,die {{FishName}} ist mir schon\neine Zeit lang ausgewichen,the {{FishName}} has\nevaded me for a while,the {{FishName}} has\nevaded me for a while,Original,BuyFishQuip
line:85a662,aber jetzt nicht mehr!,but no longer!,but no longer!,Original,BuyFishQuip
line:33eb67,ich gebe dir {{FishPrice}} Münzen für ihn,i'll give you {{FishPrice}} for it,i'll give you {{FishPrice}} for it,Original,BuyFishQuip
[[F]]line:33eb67,ich gebe dir {{FishPrice}} Münzen für sie,i'll give you {{FishPrice}} for it,i'll give you {{FishPrice}} for it,Original,BuyFishQuip
line:4b40dd,der {{FishName}}...,the {{FishName}}...,the {{FishName}}...,Original,BuyFishQuip
[[F]]line:4b40dd,die {{FishName}}...,the {{FishName}}...,the {{FishName}}...,Original,BuyFishQuip
line:0f5fd0,bin nicht so ein Fan von ihm,not a fan of this one,not a fan of this one,Original,BuyFishQuip
[[F]]line:0f5fd0,bin nicht so ein Fan von ihr,not a fan of this one,not a fan of this one,Original,BuyFishQuip
